-1.000000, -2.250001, 0.000000
-1.000000, -2.150001, 0.000000
-1.000000, -2.050001, 0.000000
-1.000000, -1.950001, 0.000000
-1.000000, -1.850001, 0.000000
-1.000000, -1.750001, 0.000000
-1.000000, -1.650001, 0.000000
-1.000000, -1.550001, 0.000000
-1.000000, -1.450001, 0.000000
-1.000000, -1.350002, 0.000000
-1.000000, -1.250002, 0.000000
-1.000000, -1.150002, 0.000000
-1.000000, -0.750002, 0.000000
-1.000000, -0.650002, 0.000000
-1.000000, -0.550002, 0.000000
-1.000000, -0.450002, 0.000000
-1.000000, -0.350002, 0.000000
-1.000000, 0.349997, 0.000000
-1.000000, 0.449997, 0.000000
-1.000000, 0.549997, 0.000000
-1.000000, 0.649996, 0.000000
-1.000000, 0.749996, 0.000000
-1.000000, 1.149996, 0.000000
-1.000000, 1.249996, 0.000000
-1.000000, 1.349996, 0.000000
-1.000000, 1.449996, 0.000000
-1.000000, 1.549996, 0.000000
-1.000000, 1.649996, 0.000000
-1.000000, 1.749995, 0.000000
-1.000000, 1.849995, 0.000000
-1.000000, 1.949995, 0.000000
-1.000000, 2.049995, 0.000000
-1.000000, 2.149995, 0.000000
-1.000000, 2.249995, 0.000000
-1.000000, -2.250001, 0.000000
-1.000000, -2.150001, 0.000000
-1.000000, -2.050001, 0.000000
-1.000000, -1.950001, 0.000000
-1.000000, -1.850001, 0.000000
-1.000000, -1.750001, 0.000000
-1.000000, -1.650001, 0.000000
-1.000000, -1.550001, 0.000000
-1.000000, -1.450001, 0.000000
-1.000000, -1.350002, 0.000000
-1.000000, -1.250002, 0.000000
-1.000000, -1.150002, 0.000000
-1.000000, -0.750002, 0.000000
-1.000000, -0.650002, 0.000000
-1.000000, -0.550002, 0.000000
-1.000000, -0.450002, 0.000000
-1.000000, -0.350002, 0.000000
-1.000000, 0.349997, 0.000000
-1.000000, 0.449997, 0.000000
-1.000000, 0.549997, 0.000000
-1.000000, 0.649996, 0.000000
-1.000000, 0.749996, 0.000000
-1.000000, 1.149996, 0.000000
-1.000000, 1.249996, 0.000000
-1.000000, 1.349996, 0.000000
-1.000000, 1.449996, 0.000000
-1.000000, 1.549996, 0.000000
-1.000000, 1.649996, 0.000000
-1.000000, 1.749995, 0.000000
-1.000000, 1.849995, 0.000000
-1.000000, 1.949995, 0.000000
-1.000000, 2.049995, 0.000000
-1.000000, 2.149995, 0.000000
-1.000000, 2.249995, 0.000000
1.249996, 0.000000, 0.000000
1.349996, 0.000000, 0.000000
1.449996, 0.000000, 0.000000
1.549995, 0.000000, 0.000000
0.000000, 1.449996, 0.000000
0.000000, 1.549995, 0.000000
0.000000, 1.649995, 0.000000
0.000000, 1.749995, 0.000000
0.000000, 1.849995, 0.000000
-0.250000, 1.549995, 0.000000
-0.250000, 1.649995, 0.000000
-0.250000, 1.749995, 0.000000
-0.250000, 1.849995, 0.000000
-0.750000, 0.649996, 0.000000
-0.750000, 0.749996, 0.000000
-0.750000, 0.849996, 0.000000
-0.750000, 0.949996, 0.000000
-0.750000, 1.049996, 0.000000
-0.750000, 1.149996, 0.000000
-0.750000, 1.249996, 0.000000
-0.750000, 1.349996, 0.000000
-0.750000, 1.449996, 0.000000
-0.750000, 1.549995, 0.000000
-0.750000, 1.649995, 0.000000
-0.750000, 1.749995, 0.000000
-0.750000, 1.849995, 0.000000
-0.750000, 1.949995, 0.000000
-0.750000, 2.049995, 0.000000
-0.750000, 2.149995, 0.000000
0.549996, 1.000000, 0.000000
0.649996, 1.000000, 0.000000
0.749996, 1.000000, 0.000000
1.249996, 1.000000, 0.000000
1.349996, 1.000000, 0.000000
1.449996, 1.000000, 0.000000
1.549995, 1.000000, 0.000000
1.649995, 1.000000, 0.000000
1.749995, 1.000000, 0.000000
1.849995, 1.000000, 0.000000
1.949995, 1.000000, 0.000000
2.049995, 1.000000, 0.000000
-1.000000, 0.449997, 0.000000
-1.000000, 0.549996, 0.000000
-1.000000, 0.649996, 0.000000
-1.000000, 0.749996, 0.000000
-1.000000, 1.249996, 0.000000
-1.000000, 1.349996, 0.000000
-1.000000, 1.449996, 0.000000
-1.000000, 1.549995, 0.000000
-1.000000, 1.649995, 0.000000
-1.000000, 1.749995, 0.000000
-1.000000, 1.849995, 0.000000
-1.000000, 1.949995, 0.000000
-1.000000, 2.049995, 0.000000
-1.000000, 2.149995, 0.000000
-1.000000, 2.249995, 0.000000
-1.250000, 0.049997, 0.000000
-1.250000, 0.149997, 0.000000
-1.250000, 0.249997, 0.000000
-1.250000, 0.349997, 0.000000
-1.250000, 0.449997, 0.000000
-1.250000, 0.549996, 0.000000
-1.250000, 0.649996, 0.000000
